SN,SG,k
"[41, 152, 21, 6, 4, 21]","[[38, 7]]",6
"[152, 21, 6, 4, 21, 153]","[[38, 7]]",6
"[21, 6, 4, 21, 153, 21]","[[38, 7]]",6
"[21, 41, 152, 21, 6, 4, 21]","[[38, 7]]",7
"[41, 152, 21, 6, 4, 21, 153]","[[38, 7]]",7
"[152, 21, 6, 4, 21, 153, 21]","[[38, 7]]",7
"[21, 41, 152, 21, 6, 4, 21, 153]","[[38, 7]]",8
"[41, 152, 21, 6, 4, 21, 153, 21]","[[38, 7]]",8
"[21, 41, 152, 21, 6, 4, 21, 153, 21]","[[38, 7]]",9
"[21, 154]","[[38, 8], [38, 14]]",2
"[154, 76]","[[38, 8], [38, 13], [38, 14]]",2
"[76, 36]","[[38, 8]]",2
"[36, 21]","[[38, 8], [104, 81], [104, 114]]",2
"[21, 154, 76]","[[38, 8], [38, 14]]",3
"[154, 76, 36]","[[38, 8]]",3
"[76, 36, 21]","[[38, 8]]",3
"[21, 154, 76, 36]","[[38, 8]]",4
"[154, 76, 36, 21]","[[38, 8]]",4
"[21, 154, 76, 36, 21]","[[38, 8]]",5
"[21, 36]","[[38, 10]]",2
"[36, 154]","[[38, 10]]",2
"[21, 36, 154]","[[38, 10]]",3
"[155, 21]","[[38, 11], [38, 23], [52, 79]]",2
"[76, 154]","[[38, 13]]",2
"[154, 21]","[[38, 13]]",2
"[154, 76, 154]","[[38, 13]]",3
"[76, 154, 21]","[[38, 13]]",3
"[154, 76, 154, 21]","[[38, 13]]",4
"[6, 186]","[[38, 16], [38, 85]]",2
"[186, 21]","[[38, 16], [38, 85], [52, 84], [52, 87], [174, 5]]",2
"[21, 245]","[[38, 16], [174, 55], [174, 60]]",2
"[245, 162]","[[38, 16]]",2
"[162, 21]","[[38, 16], [38, 30], [44, 4]]",2
"[21, 6, 186]","[[38, 16], [38, 85]]",3
"[6, 186, 21]","[[38, 16], [38, 85]]",3
"[186, 21, 245]","[[38, 16]]",3
"[21, 245, 162]","[[38, 16]]",3
"[245, 162, 21]","[[38, 16]]",3
"[21, 6, 186, 21]","[[38, 16], [38, 85]]",4
"[6, 186, 21, 245]","[[38, 16]]",4
"[186, 21, 245, 162]","[[38, 16]]",4
"[21, 245, 162, 21]","[[38, 16]]",4
"[21, 6, 186, 21, 245]","[[38, 16]]",5
"[6, 186, 21, 245, 162]","[[38, 16]]",5
"[186, 21, 245, 162, 21]","[[38, 16]]",5
"[21, 6, 186, 21, 245, 162]","[[38, 16]]",6
"[6, 186, 21, 245, 162, 21]","[[38, 16]]",6
"[21, 6, 186, 21, 245, 162, 21]","[[38, 16]]",7
"[21, 18]","[[38, 18], [52, 80], [52, 81], [174, 42]]",2
"[18, 0]","[[38, 18], [67, 98], [71, 10], [74, 72], [134, 34], [134, 43], [174, 42], [179, 51]]",2
"[21, 18, 0]","[[38, 18], [174, 42]]",3
"[41, 138]","[[38, 19]]",2
"[21, 41, 138]","[[38, 19]]",3
"[151, 21]","[[38, 23], [38, 31], [38, 38], [38, 58], [38, 88]]",2
"[21, 155]","[[38, 23]]",2
"[21, 60]","[[38, 23], [38, 78]]",2
"[60, 78]","[[38, 23]]",2
"[151, 21, 155]","[[38, 23]]",3
"[21, 155, 21]","[[38, 23]]",3
"[155, 21, 60]","[[38, 23]]",3
"[21, 60, 78]","[[38, 23]]",3
"[60, 78, 21]","[[38, 23]]",3
"[151, 21, 155, 21]","[[38, 23]]",4
"[21, 155, 21, 60]","[[38, 23]]",4
"[155, 21, 60, 78]","[[38, 23]]",4
"[21, 60, 78, 21]","[[38, 23]]",4
"[151, 21, 155, 21, 60]","[[38, 23]]",5
"[21, 155, 21, 60, 78]","[[38, 23]]",5
"[155, 21, 60, 78, 21]","[[38, 23]]",5
"[151, 21, 155, 21, 60, 78]","[[38, 23]]",6
"[21, 155, 21, 60, 78, 21]","[[38, 23]]",6
"[151, 21, 155, 21, 60, 78, 21]","[[38, 23]]",7
"[0, 21]","[[38, 24], [38, 45], [52, 78], [52, 82], [96, 88], [134, 69], [174, 11], [174, 30]]",2
"[21, 6, 0]","[[38, 24]]",3
"[6, 0, 21]","[[38, 24]]",3
"[21, 6, 0, 21]","[[38, 24]]",4
"[21, 4, 21]","[[38, 28], [38, 35], [174, 6]]",3
"[4, 21, 6]","[[38, 28]]",3
"[21, 4, 21, 6]","[[38, 28]]",4
"[21, 162]","[[38, 30]]",2
"[4, 126]","[[38, 30]]",2
"[126, 15]","[[38, 30]]",2
"[15, 126]","[[38, 30]]",2
"[126, 6]","[[38, 30]]",2
"[21, 78, 6]","[[38, 30]]",3
"[78, 6, 21]","[[38, 30]]",3
"[6, 21, 162]","[[38, 30]]",3
"[21, 162, 21]","[[38, 30]]",3
"[162, 21, 6]","[[38, 30]]",3
"[6, 4, 126]","[[38, 30]]",3
"[4, 126, 15]","[[38, 30]]",3
"[126, 15, 126]","[[38, 30]]",3
"[15, 126, 6]","[[38, 30]]",3
"[126, 6, 21]","[[38, 30]]",3
"[21, 78, 6, 21]","[[38, 30]]",4
"[78, 6, 21, 162]","[[38, 30]]",4
"[6, 21, 162, 21]","[[38, 30]]",4
"[21, 162, 21, 6]","[[38, 30]]",4
"[162, 21, 6, 4]","[[38, 30]]",4
"[21, 6, 4, 126]","[[38, 30]]",4
"[6, 4, 126, 15]","[[38, 30]]",4
"[4, 126, 15, 126]","[[38, 30]]",4
"[126, 15, 126, 6]","[[38, 30]]",4
"[15, 126, 6, 21]","[[38, 30]]",4
"[21, 78, 6, 21, 162]","[[38, 30]]",5
"[78, 6, 21, 162, 21]","[[38, 30]]",5
"[6, 21, 162, 21, 6]","[[38, 30]]",5
"[21, 162, 21, 6, 4]","[[38, 30]]",5
"[162, 21, 6, 4, 126]","[[38, 30]]",5
"[21, 6, 4, 126, 15]","[[38, 30]]",5
"[6, 4, 126, 15, 126]","[[38, 30]]",5
"[4, 126, 15, 126, 6]","[[38, 30]]",5
"[126, 15, 126, 6, 21]","[[38, 30]]",5
"[21, 78, 6, 21, 162, 21]","[[38, 30]]",6
"[78, 6, 21, 162, 21, 6]","[[38, 30]]",6
"[6, 21, 162, 21, 6, 4]","[[38, 30]]",6
"[21, 162, 21, 6, 4, 126]","[[38, 30]]",6
"[162, 21, 6, 4, 126, 15]","[[38, 30]]",6
"[21, 6, 4, 126, 15, 126]","[[38, 30]]",6
"[6, 4, 126, 15, 126, 6]","[[38, 30]]",6
"[4, 126, 15, 126, 6, 21]","[[38, 30]]",6
"[21, 78, 6, 21, 162, 21, 6]","[[38, 30]]",7
"[78, 6, 21, 162, 21, 6, 4]","[[38, 30]]",7
"[6, 21, 162, 21, 6, 4, 126]","[[38, 30]]",7
"[21, 162, 21, 6, 4, 126, 15]","[[38, 30]]",7
"[162, 21, 6, 4, 126, 15, 126]","[[38, 30]]",7
"[21, 6, 4, 126, 15, 126, 6]","[[38, 30]]",7
"[6, 4, 126, 15, 126, 6, 21]","[[38, 30]]",7
"[21, 78, 6, 21, 162, 21, 6, 4]","[[38, 30]]",8
"[78, 6, 21, 162, 21, 6, 4, 126]","[[38, 30]]",8
"[6, 21, 162, 21, 6, 4, 126, 15]","[[38, 30]]",8
"[21, 162, 21, 6, 4, 126, 15, 126]","[[38, 30]]",8
"[162, 21, 6, 4, 126, 15, 126, 6]","[[38, 30]]",8
"[21, 6, 4, 126, 15, 126, 6, 21]","[[38, 30]]",8
"[21, 78, 6, 21, 162, 21, 6, 4, 126]","[[38, 30]]",9
"[78, 6, 21, 162, 21, 6, 4, 126, 15]","[[38, 30]]",9
"[6, 21, 162, 21, 6, 4, 126, 15, 126]","[[38, 30]]",9
"[21, 162, 21, 6, 4, 126, 15, 126, 6]","[[38, 30]]",9
"[162, 21, 6, 4, 126, 15, 126, 6, 21]","[[38, 30]]",9
"[21, 78, 6, 21, 162, 21, 6, 4, 126, 15]","[[38, 30]]",10
"[78, 6, 21, 162, 21, 6, 4, 126, 15, 126]","[[38, 30]]",10
"[6, 21, 162, 21, 6, 4, 126, 15, 126, 6]","[[38, 30]]",10
"[21, 162, 21, 6, 4, 126, 15, 126, 6, 21]","[[38, 30]]",10
"[21, 78, 6, 21, 162, 21, 6, 4, 126, 15, 126]","[[38, 30]]",11
"[78, 6, 21, 162, 21, 6, 4, 126, 15, 126, 6]","[[38, 30]]",11
"[6, 21, 162, 21, 6, 4, 126, 15, 126, 6, 21]","[[38, 30]]",11
"[21, 78, 6, 21, 162, 21, 6, 4, 126, 15, 126, 6]","[[38, 30]]",12
"[78, 6, 21, 162, 21, 6, 4, 126, 15, 126, 6, 21]","[[38, 30]]",12
"[21, 78, 6, 21, 162, 21, 6, 4, 126, 15, 126, 6, 21]","[[38, 30]]",13
"[34, 22]","[[38, 31]]",2
"[22, 6]","[[38, 31]]",2
"[21, 0, 34]","[[38, 31]]",3
"[0, 34, 22]","[[38, 31]]",3
"[34, 22, 6]","[[38, 31]]",3
"[22, 6, 21]","[[38, 31]]",3
"[6, 21, 151]","[[38, 31]]",3
"[21, 151, 21]","[[38, 31], [38, 38], [38, 58], [38, 88]]",3
"[21, 0, 34, 22]","[[38, 31]]",4
"[0, 34, 22, 6]","[[38, 31]]",4
"[34, 22, 6, 21]","[[38, 31]]",4
"[22, 6, 21, 151]","[[38, 31]]",4
"[6, 21, 151, 21]","[[38, 31]]",4
"[21, 0, 34, 22, 6]","[[38, 31]]",5
"[0, 34, 22, 6, 21]","[[38, 31]]",5
"[34, 22, 6, 21, 151]","[[38, 31]]",5
"[22, 6, 21, 151, 21]","[[38, 31]]",5
"[21, 0, 34, 22, 6, 21]","[[38, 31]]",6
"[0, 34, 22, 6, 21, 151]","[[38, 31]]",6
"[34, 22, 6, 21, 151, 21]","[[38, 31]]",6
"[21, 0, 34, 22, 6, 21, 151]","[[38, 31]]",7
"[0, 34, 22, 6, 21, 151, 21]","[[38, 31]]",7
"[21, 0, 34, 22, 6, 21, 151, 21]","[[38, 31]]",8
"[4, 20]","[[38, 32], [52, 1], [52, 9], [52, 29], [52, 49], [96, 94], [104, 84], [179, 62]]",2
"[21, 6, 21]","[[38, 32]]",3
"[6, 21, 6]","[[38, 32]]",3
"[6, 4, 20]","[[38, 32], [52, 29]]",3
"[4, 20, 4]","[[38, 32], [52, 49]]",3
"[4, 6, 21]","[[38, 32], [174, 63]]",3
"[21, 6, 21, 6]","[[38, 32]]",4
"[6, 21, 6, 4]","[[38, 32]]",4
"[21, 6, 4, 20]","[[38, 32]]",4
"[6, 4, 20, 4]","[[38, 32]]",4
"[4, 20, 4, 6]","[[38, 32]]",4
"[20, 4, 6, 21]","[[38, 32]]",4
"[21, 6, 21, 6, 4]","[[38, 32]]",5
"[6, 21, 6, 4, 20]","[[38, 32]]",5
"[21, 6, 4, 20, 4]","[[38, 32]]",5
"[6, 4, 20, 4, 6]","[[38, 32]]",5
"[4, 20, 4, 6, 21]","[[38, 32]]",5
"[21, 6, 21, 6, 4, 20]","[[38, 32]]",6
"[6, 21, 6, 4, 20, 4]","[[38, 32]]",6
"[21, 6, 4, 20, 4, 6]","[[38, 32]]",6
"[6, 4, 20, 4, 6, 21]","[[38, 32]]",6
"[21, 6, 21, 6, 4, 20, 4]","[[38, 32]]",7
"[6, 21, 6, 4, 20, 4, 6]","[[38, 32]]",7
"[21, 6, 4, 20, 4, 6, 21]","[[38, 32]]",7
"[21, 6, 21, 6, 4, 20, 4, 6]","[[38, 32]]",8
"[6, 21, 6, 4, 20, 4, 6, 21]","[[38, 32]]",8
"[21, 6, 21, 6, 4, 20, 4, 6, 21]","[[38, 32]]",9
"[20, 21]","[[38, 36], [174, 62]]",2
"[21, 4, 138]","[[38, 36]]",3
"[138, 20, 21]","[[38, 36]]",3
"[78, 21, 4, 138]","[[38, 36]]",4
"[21, 4, 138, 20]","[[38, 36]]",4
"[4, 138, 20, 21]","[[38, 36]]",4
"[21, 78, 21, 4, 138]","[[38, 36]]",5
"[78, 21, 4, 138, 20]","[[38, 36]]",5
"[21, 4, 138, 20, 21]","[[38, 36]]",5
"[21, 78, 21, 4, 138, 20]","[[38, 36]]",6
"[78, 21, 4, 138, 20, 21]","[[38, 36]]",6
"[21, 78, 21, 4, 138, 20, 21]","[[38, 36]]",7
"[4, 156]","[[38, 38], [52, 57]]",2
"[156, 20]","[[38, 38]]",2
"[20, 138]","[[38, 38], [52, 1], [52, 52]]",2
"[138, 41]","[[38, 38]]",2
"[41, 21]","[[38, 38]]",2
"[21, 41, 4]","[[38, 38], [104, 100]]",3
"[41, 4, 156]","[[38, 38]]",3
"[4, 156, 20]","[[38, 38]]",3
"[156, 20, 138]","[[38, 38]]",3
"[20, 138, 41]","[[38, 38]]",3
"[138, 41, 21]","[[38, 38]]",3
"[41, 21, 151]","[[38, 38]]",3
"[151, 21, 151]","[[38, 38], [38, 88]]",3
"[21, 41, 4, 156]","[[38, 38]]",4
"[41, 4, 156, 20]","[[38, 38]]",4
"[4, 156, 20, 138]","[[38, 38]]",4
"[156, 20, 138, 41]","[[38, 38]]",4
"[20, 138, 41, 21]","[[38, 38]]",4
"[138, 41, 21, 151]","[[38, 38]]",4
"[41, 21, 151, 21]","[[38, 38]]",4
"[21, 151, 21, 151]","[[38, 38], [38, 88]]",4
"[21, 41, 4, 156, 20]","[[38, 38]]",5
"[41, 4, 156, 20, 138]","[[38, 38]]",5
"[4, 156, 20, 138, 41]","[[38, 38]]",5
"[156, 20, 138, 41, 21]","[[38, 38]]",5
"[20, 138, 41, 21, 151]","[[38, 38]]",5
"[138, 41, 21, 151, 21]","[[38, 38]]",5
"[41, 21, 151, 21, 151]","[[38, 38]]",5
"[21, 41, 4, 156, 20, 138]","[[38, 38]]",6
"[41, 4, 156, 20, 138, 41]","[[38, 38]]",6
"[4, 156, 20, 138, 41, 21]","[[38, 38]]",6
"[156, 20, 138, 41, 21, 151]","[[38, 38]]",6
"[20, 138, 41, 21, 151, 21]","[[38, 38]]",6
"[138, 41, 21, 151, 21, 151]","[[38, 38]]",6
"[21, 41, 4, 156, 20, 138, 41]","[[38, 38]]",7
"[41, 4, 156, 20, 138, 41, 21]","[[38, 38]]",7
"[4, 156, 20, 138, 41, 21, 151]","[[38, 38]]",7
"[156, 20, 138, 41, 21, 151, 21]","[[38, 38]]",7
"[20, 138, 41, 21, 151, 21, 151]","[[38, 38]]",7
"[21, 41, 4, 156, 20, 138, 41, 21]","[[38, 38]]",8
"[41, 4, 156, 20, 138, 41, 21, 151]","[[38, 38]]",8
"[4, 156, 20, 138, 41, 21, 151, 21]","[[38, 38]]",8
"[156, 20, 138, 41, 21, 151, 21, 151]","[[38, 38]]",8
"[21, 41, 4, 156, 20, 138, 41, 21, 151]","[[38, 38]]",9
"[41, 4, 156, 20, 138, 41, 21, 151, 21]","[[38, 38]]",9
"[4, 156, 20, 138, 41, 21, 151, 21, 151]","[[38, 38]]",9
"[21, 41, 4, 156, 20, 138, 41, 21, 151, 21]","[[38, 38]]",10
"[41, 4, 156, 20, 138, 41, 21, 151, 21, 151]","[[38, 38]]",10
"[21, 41, 4, 156, 20, 138, 41, 21, 151, 21, 151]","[[38, 38]]",11
"[129, 21]","[[38, 42], [44, 68], [174, 11]]",2
"[21, 129, 21]","[[38, 42]]",3
"[21, 0, 21]","[[38, 45]]",3
"[21, 83, 21]","[[38, 49]]",3
"[20, 22]","[[38, 55]]",2
"[22, 49]","[[38, 55]]",2
"[49, 83]","[[38, 55]]",2
"[21, 20, 22]","[[38, 55]]",3
"[20, 22, 49]","[[38, 55]]",3
"[22, 49, 83]","[[38, 55]]",3
"[49, 83, 21]","[[38, 55]]",3
"[21, 20, 22, 49]","[[38, 55]]",4
"[20, 22, 49, 83]","[[38, 55]]",4
"[22, 49, 83, 21]","[[38, 55]]",4
"[21, 20, 22, 49, 83]","[[38, 55]]",5
"[20, 22, 49, 83, 21]","[[38, 55]]",5
"[21, 20, 22, 49, 83, 21]","[[38, 55]]",6
"[20, 157]","[[38, 69]]",2
"[157, 138]","[[38, 69]]",2
"[138, 21]","[[38, 69]]",2
"[21, 20, 157]","[[38, 69]]",3
"[20, 157, 138]","[[38, 69]]",3
"[157, 138, 21]","[[38, 69]]",3
"[138, 21, 78]","[[38, 69]]",3
"[21, 20, 157, 138]","[[38, 69]]",4
"[20, 157, 138, 21]","[[38, 69]]",4
"[157, 138, 21, 78]","[[38, 69]]",4
"[138, 21, 78, 21]","[[38, 69]]",4
"[21, 20, 157, 138, 21]","[[38, 69]]",5
"[20, 157, 138, 21, 78]","[[38, 69]]",5
"[157, 138, 21, 78, 21]","[[38, 69]]",5
"[21, 20, 157, 138, 21, 78]","[[38, 69]]",6
"[20, 157, 138, 21, 78, 21]","[[38, 69]]",6
"[21, 20, 157, 138, 21, 78, 21]","[[38, 69]]",7
"[158, 4]","[[38, 74]]",2
"[158, 4, 21]","[[38, 74]]",3
"[151, 21, 151, 21]","[[38, 88]]",4
"[21, 151, 21, 151, 21]","[[38, 88]]",5
"[21, 159]","[[38, 91], [174, 28], [174, 54], [174, 55], [174, 58]]",2
"[159, 21]","[[38, 91], [174, 51], [174, 54], [174, 55]]",2
"[21, 159, 21]","[[38, 91], [174, 54], [174, 55]]",3
"[9, 160]","[[38, 96], [38, 104], [38, 108], [38, 110]]",2
"[6, 8, 9]","[[38, 96]]",3
"[8, 9, 160]","[[38, 96]]",3
"[6, 8, 9, 160]","[[38, 96]]",4
"[160, 9]","[[38, 97], [38, 99]]",2
"[9, 21]","[[38, 97], [38, 104], [38, 110]]",2
"[144, 21]","[[38, 97], [38, 104], [38, 105]]",2
"[21, 9]","[[38, 97], [38, 104], [38, 110]]",2
"[160, 9, 21]","[[38, 97]]",3
"[9, 21, 144]","[[38, 97], [38, 104]]",3
"[21, 144, 21]","[[38, 97], [38, 104]]",3
"[144, 21, 9]","[[38, 97], [38, 104]]",3
"[160, 9, 21, 144]","[[38, 97]]",4
"[9, 21, 144, 21]","[[38, 97], [38, 104]]",4
"[21, 144, 21, 9]","[[38, 97], [38, 104]]",4
"[160, 9, 21, 144, 21]","[[38, 97]]",5
"[9, 21, 144, 21, 9]","[[38, 97], [38, 104]]",5
"[160, 9, 21, 144, 21, 9]","[[38, 97]]",6
"[9, 32]","[[38, 101]]",2
"[32, 160]","[[38, 101]]",2
"[9, 32, 160]","[[38, 101]]",3
"[160, 41]","[[38, 102]]",2
"[4, 25]","[[38, 102], [52, 22], [52, 32], [52, 34], [52, 41], [52, 47], [52, 56], [147, 69], [147, 72], [147, 76]]",2
"[25, 144]","[[38, 102]]",2
"[144, 148]","[[38, 102]]",2
"[148, 21]","[[38, 102]]",2
"[160, 41, 4]","[[38, 102]]",3
"[41, 4, 25]","[[38, 102]]",3
"[4, 25, 144]","[[38, 102]]",3
"[25, 144, 148]","[[38, 102]]",3
"[144, 148, 21]","[[38, 102]]",3
"[160, 41, 4, 25]","[[38, 102]]",4
"[41, 4, 25, 144]","[[38, 102]]",4
"[4, 25, 144, 148]","[[38, 102]]",4
"[25, 144, 148, 21]","[[38, 102]]",4
"[160, 41, 4, 25, 144]","[[38, 102]]",5
"[41, 4, 25, 144, 148]","[[38, 102]]",5
"[4, 25, 144, 148, 21]","[[38, 102]]",5
"[160, 41, 4, 25, 144, 148]","[[38, 102]]",6
"[41, 4, 25, 144, 148, 21]","[[38, 102]]",6
"[160, 41, 4, 25, 144, 148, 21]","[[38, 102]]",7
"[21, 9, 160]","[[38, 104], [38, 110]]",3
"[144, 21, 9, 160]","[[38, 104]]",4
"[21, 144, 21, 9, 160]","[[38, 104]]",5
"[9, 21, 144, 21, 9, 160]","[[38, 104]]",6
"[4, 63]","[[38, 107]]",2
"[161, 9]","[[38, 109]]",2
"[9, 21, 9]","[[38, 110]]",3
"[9, 21, 9, 160]","[[38, 110]]",4
"[150, 10]","[[44, 2], [44, 16], [44, 20]]",2
"[150, 10, 0]","[[44, 2]]",3
"[148, 162]","[[44, 4]]",2
"[47, 163]","[[44, 4]]",2
"[148, 162, 21]","[[44, 4]]",3
"[162, 21, 0]","[[44, 4]]",3
"[21, 0, 47]","[[44, 4]]",3
"[0, 47, 163]","[[44, 4]]",3
"[148, 162, 21, 0]","[[44, 4]]",4
"[162, 21, 0, 47]","[[44, 4]]",4
"[21, 0, 47, 163]","[[44, 4]]",4
"[148, 162, 21, 0, 47]","[[44, 4]]",5
"[162, 21, 0, 47, 163]","[[44, 4]]",5
"[148, 162, 21, 0, 47, 163]","[[44, 4]]",6
"[0, 150]","[[44, 6], [44, 15], [44, 29], [44, 30], [44, 64]]",2
"[167, 99]","[[44, 7]]",2
"[99, 0]","[[44, 7], [44, 38], [44, 40], [78, 95], [82, 92], [82, 94], [179, 22]]",2
"[167, 99, 0]","[[44, 7]]",3
"[0, 164]","[[44, 10], [44, 61], [67, 30], [82, 47], [91, 15], [91, 29], [91, 31], [91, 38], [91, 45], [91, 47], [91, 49], [91, 57], [91, 59], [91, 64], [91, 72], [91, 80], [96, 3], [96, 13], [96, 92], [96, 95], [96, 100], [96, 103], [179, 32], [179, 36], [179, 43], [179, 46], [179, 51], [179, 60], [179, 61], [179, 63], [179, 67], [179, 70]]",2
"[168, 25]","[[44, 12]]",2
"[25, 0]","[[44, 12], [52, 17], [52, 23], [52, 25], [52, 26], [52, 33], [52, 38], [52, 39], [52, 44], [52, 47], [52, 51], [52, 58], [52, 70], [73, 20], [147, 2], [147, 5], [147, 10], [147, 12], [147, 17], [147, 21], [147, 25], [147, 26], [147, 28], [147, 31], [147, 42], [147, 50], [147, 52], [147, 64], [147, 70], [147, 77]]",2
"[41, 47]","[[44, 12]]",2
"[11, 10]","[[44, 12]]",2
"[10, 150]","[[44, 12], [44, 19], [44, 20], [44, 21], [44, 24], [44, 62]]",2
"[168, 25, 0]","[[44, 12]]",3
"[25, 0, 41]","[[44, 12]]",3
"[0, 41, 47]","[[44, 12]]",3
"[41, 47, 0]","[[44, 12]]",3
"[47, 0, 11]","[[44, 12]]",3
"[0, 11, 10]","[[44, 12]]",3
"[11, 10, 150]","[[44, 12]]",3
"[168, 25, 0, 41]","[[44, 12]]",4
"[25, 0, 41, 47]","[[44, 12]]",4
"[0, 41, 47, 0]","[[44, 12]]",4
"[41, 47, 0, 11]","[[44, 12]]",4
"[47, 0, 11, 10]","[[44, 12]]",4
"[0, 11, 10, 150]","[[44, 12]]",4
"[168, 25, 0, 41, 47]","[[44, 12]]",5
"[25, 0, 41, 47, 0]","[[44, 12]]",5
"[0, 41, 47, 0, 11]","[[44, 12]]",5
"[41, 47, 0, 11, 10]","[[44, 12]]",5
"[47, 0, 11, 10, 150]","[[44, 12]]",5
"[168, 25, 0, 41, 47, 0]","[[44, 12]]",6
"[25, 0, 41, 47, 0, 11]","[[44, 12]]",6
"[0, 41, 47, 0, 11, 10]","[[44, 12]]",6
"[41, 47, 0, 11, 10, 150]","[[44, 12]]",6
"[168, 25, 0, 41, 47, 0, 11]","[[44, 12]]",7
"[25, 0, 41, 47, 0, 11, 10]","[[44, 12]]",7
"[0, 41, 47, 0, 11, 10, 150]","[[44, 12]]",7
"[168, 25, 0, 41, 47, 0, 11, 10]","[[44, 12]]",8
"[25, 0, 41, 47, 0, 11, 10, 150]","[[44, 12]]",8
"[168, 25, 0, 41, 47, 0, 11, 10, 150]","[[44, 12]]",9
"[150, 0]","[[44, 15], [44, 21], [44, 22], [44, 62]]",2
"[150, 0, 150]","[[44, 15]]",3
"[10, 107]","[[44, 16], [82, 42]]",2
"[107, 0]","[[44, 16]]",2
"[150, 10, 107]","[[44, 16]]",3
"[10, 107, 0]","[[44, 16]]",3
"[150, 10, 107, 0]","[[44, 16]]",4
"[41, 0]","[[44, 19], [104, 101]]",2
"[0, 165]","[[44, 19]]",2
"[165, 10]","[[44, 19]]",2
"[41, 0, 165]","[[44, 19]]",3
"[0, 165, 10]","[[44, 19]]",3
"[165, 10, 150]","[[44, 19]]",3
"[41, 0, 165, 10]","[[44, 19]]",4
"[0, 165, 10, 150]","[[44, 19]]",4
"[41, 0, 165, 10, 150]","[[44, 19]]",5
"[10, 166]","[[44, 20]]",2
"[166, 6]","[[44, 20]]",2
"[150, 10, 166]","[[44, 20]]",3
"[10, 166, 6]","[[44, 20]]",3
"[166, 6, 4]","[[44, 20]]",3
"[6, 4, 0]","[[44, 20], [96, 106], [179, 71]]",3
"[4, 0, 30]","[[44, 20]]",3
"[30, 0, 99]","[[44, 20]]",3
"[99, 10, 150]","[[44, 20]]",3
"[150, 10, 166, 6]","[[44, 20]]",4
"[10, 166, 6, 4]","[[44, 20]]",4
"[166, 6, 4, 0]","[[44, 20]]",4
"[6, 4, 0, 30]","[[44, 20]]",4
"[4, 0, 30, 0]","[[44, 20]]",4
"[0, 30, 0, 99]","[[44, 20]]",4
"[30, 0, 99, 10]","[[44, 20]]",4
"[0, 99, 10, 150]","[[44, 20]]",4
"[150, 10, 166, 6, 4]","[[44, 20]]",5
"[10, 166, 6, 4, 0]","[[44, 20]]",5
"[166, 6, 4, 0, 30]","[[44, 20]]",5
"[6, 4, 0, 30, 0]","[[44, 20]]",5
"[4, 0, 30, 0, 99]","[[44, 20]]",5
"[0, 30, 0, 99, 10]","[[44, 20]]",5
"[30, 0, 99, 10, 150]","[[44, 20]]",5
"[150, 10, 166, 6, 4, 0]","[[44, 20]]",6
"[10, 166, 6, 4, 0, 30]","[[44, 20]]",6
"[166, 6, 4, 0, 30, 0]","[[44, 20]]",6
"[6, 4, 0, 30, 0, 99]","[[44, 20]]",6
"[4, 0, 30, 0, 99, 10]","[[44, 20]]",6
"[0, 30, 0, 99, 10, 150]","[[44, 20]]",6
"[150, 10, 166, 6, 4, 0, 30]","[[44, 20]]",7
"[10, 166, 6, 4, 0, 30, 0]","[[44, 20]]",7
"[166, 6, 4, 0, 30, 0, 99]","[[44, 20]]",7
"[6, 4, 0, 30, 0, 99, 10]","[[44, 20]]",7
"[4, 0, 30, 0, 99, 10, 150]","[[44, 20]]",7
"[150, 10, 166, 6, 4, 0, 30, 0]","[[44, 20]]",8
"[10, 166, 6, 4, 0, 30, 0, 99]","[[44, 20]]",8
"[166, 6, 4, 0, 30, 0, 99, 10]","[[44, 20]]",8
"[6, 4, 0, 30, 0, 99, 10, 150]","[[44, 20]]",8
"[150, 10, 166, 6, 4, 0, 30, 0, 99]","[[44, 20]]",9
"[10, 166, 6, 4, 0, 30, 0, 99, 10]","[[44, 20]]",9
"[166, 6, 4, 0, 30, 0, 99, 10, 150]","[[44, 20]]",9
"[150, 10, 166, 6, 4, 0, 30, 0, 99, 10]","[[44, 20]]",10
"[10, 166, 6, 4, 0, 30, 0, 99, 10, 150]","[[44, 20]]",10
"[150, 10, 166, 6, 4, 0, 30, 0, 99, 10, 150]","[[44, 20]]",11
"[150, 0, 134]","[[44, 21]]",3
"[0, 134, 0]","[[44, 21], [71, 58]]",3
"[134, 0, 10]","[[44, 21]]",3
"[0, 10, 150]","[[44, 21], [44, 62]]",3
"[150, 0, 134, 0]","[[44, 21]]",4
"[0, 134, 0, 10]","[[44, 21]]",4
"[134, 0, 10, 150]","[[44, 21]]",4
"[150, 0, 134, 0, 10]","[[44, 21]]",5
"[0, 134, 0, 10, 150]","[[44, 21]]",5
"[150, 0, 134, 0, 10, 150]","[[44, 21]]",6
"[201, 0]","[[44, 24]]",2
"[0, 166]","[[44, 24], [44, 41], [73, 42], [134, 1]]",2
"[166, 10]","[[44, 24]]",2
"[201, 0, 166]","[[44, 24]]",3
"[0, 166, 10]","[[44, 24]]",3
"[166, 10, 150]","[[44, 24]]",3
"[201, 0, 166, 10]","[[44, 24]]",4
"[0, 166, 10, 150]","[[44, 24]]",4
"[201, 0, 166, 10, 150]","[[44, 24]]",5
"[168, 0]","[[44, 25], [44, 51]]",2
"[166, 0]","[[44, 26], [44, 41], [82, 41]]",2
